AlarmCode,AlarmType,Class,Payload,OldALID,NewALID,OldDigits,NewDigits,Changed,Registered,Message
SortArm SuckZ 1 down but Home sensor still ON : step loss / card busy / Home sensor fail. Re-home the suckers.,,9,23654317,1123654317,923654317,10,9,YES,NO,(free string - not in the S5F6 catalog)
MAutoY_3_MotOverLimitErr,,9,31000610,931000610,931000610,9,9,NO,NO,(free string - not in the S5F6 catalog)
SortArm SuckZ 4 down but Home sensor still ON : step loss / card busy / Home sensor fail. Re-home the suckers.,,9,33524810,3833524810,933524810,10,9,YES,NO,(free string - not in the S5F6 catalog)
MAutoY_5_MotOverLimitErr,,9,37620004,3637620004,937620004,10,9,YES,NO,(free string - not in the S5F6 catalog)
MLoaderY_1_MotOverLimitErr,,9,43763836,743763836,943763836,9,9,YES,NO,(free string - not in the S5F6 catalog)
Safety Door Open,,9,45115854,3445115854,945115854,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0001,,9,45192866,3145192866,945192866,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0002,,9,45192867,3145192867,945192867,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0003,,9,45192868,3145192868,945192868,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0011,,9,45192897,3145192897,945192897,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0012,,9,45192898,3145192898,945192898,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0013,,9,45192899,3145192899,945192899,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0021,,9,45192928,3145192928,945192928,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0022,,9,45192929,3145192929,945192929,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0023,,9,45192930,3145192930,945192930,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0031,,9,45192959,3145192959,945192959,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0032,,9,45192960,3145192960,945192960,10,9,YES,NO,(free string - not in the S5F6 catalog)
SUC0033,,9,45192961,3145192961,945192961,10,9,YES,NO,(free string - not in the S5F6 catalog)
MSuckZ_1_MotOverLimitErr,,9,48132198,648132198,948132198,9,9,YES,NO,(free string - not in the S5F6 catalog)
MSuckZ_3_MotOverLimitErr,,9,54751592,3354751592,954751592,10,9,YES,NO,(free string - not in the S5F6 catalog)
"Loader Tray has IC,please remove",,9,54803979,2054803979,954803979,10,9,YES,NO,(free string - not in the S5F6 catalog)
MColorY_MotOverLimitErr,,9,59253364,3859253364,959253364,10,9,YES,NO,(free string - not in the S5F6 catalog)
MTopCCDX_Color_MotOverLimitErr,,9,63157617,3363157617,963157617,10,9,YES,NO,(free string - not in the S5F6 catalog)
Motor Power Off,,9,63283337,3763283337,963283337,10,9,YES,NO,(free string - not in the S5F6 catalog)
TrayArm move blocked : the Z lift left its UP sensor. Check the TrayArmZ up cylinder / air pressure.,,9,66462601,966462601,966462601,9,9,NO,NO,(free string - not in the S5F6 catalog)
MPitchX_MotOverLimitErr,,9,66833206,166833206,966833206,9,9,YES,NO,(free string - not in the S5F6 catalog)
SortArm SuckZ 3 down but Home sensor still ON : step loss / card busy / Home sensor fail. Re-home the suckers.,,9,66923115,66923115,966923115,8,9,YES,NO,(free string - not in the S5F6 catalog)
MAutoY_2_MotOverLimitErr,,9,72658209,3872658209,972658209,10,9,YES,NO,(free string - not in the S5F6 catalog)
MSortingArmX_MotOverLimitErr,,9,79673604,1879673604,979673604,10,9,YES,NO,(free string - not in the S5F6 catalog)
Emergency Stop,,9,83530353,1983530353,983530353,10,9,YES,NO,(free string - not in the S5F6 catalog)
MAutoY_4_MotOverLimitErr,,9,84310307,2284310307,984310307,10,9,YES,NO,(free string - not in the S5F6 catalog)
SnFKCleanOut,,9,91410149,3891410149,991410149,10,9,YES,NO,(free string - not in the S5F6 catalog)
SortArm SuckZ down did not complete within timeout. Check the suck-Z axis and MC88X1 card.,,9,92930430,3992930430,992930430,10,9,YES,NO,(free string - not in the S5F6 catalog)
SortArm SuckZ 2 down but Home sensor still ON : step loss / card busy / Home sensor fail. Re-home the suckers.,,9,95288716,595288716,995288716,9,9,YES,NO,(free string - not in the S5F6 catalog)
MTopCCDX_MotOverLimitErr,,9,95631149,3495631149,995631149,10,9,YES,NO,(free string - not in the S5F6 catalog)
MAutoY_6_MotOverLimitErr,,9,95962405,695962405,995962405,9,9,YES,NO,(free string - not in the S5F6 catalog)
MLoaderY_2_MotOverLimitErr,,9,97073533,2097073533,997073533,10,9,YES,NO,(free string - not in the S5F6 catalog)
SortArm move blocked : a suck nozzle left its Home sensor (lost steps). Re-home the suckers.,,9,99752848,2599752848,999752848,10,9,YES,NO,(free string - not in the S5F6 catalog)
